
11;;
111;0.025565;
211;0.052845;
311;0.155819;
411;0.281306;
511;;
611;1.022411;
711;1.170836;
811;2.003999;
911;2.407510;
1011;3.401846;
1111;4.387287;
1211;5.765343;
1311;;
1411;8.688667;
1511;;
1611;15.179645;
1711;15.691604;
1811;24.724580;
1911;22.125968;
2011;25.729764;
2111;30.219363;
2211;40.220077;
2311;36.725938;
2411;48.731147;
